Type,ID,Name,File,xPos,yPos,con0,con1,con2,con3,con4,con5,con6,con7,con8,con9,con10,con11,con12,con13,con14,con15,nav0,nav1,nav2,nav3,nav4,nav5,nav6,nav7,nav8,nav9,nav10,nav11,nav12,nav13,nav14,nav15,DudeTypes0,DudeTypes1,DudeTypes2,DudeTypes3,DudeTypes4,DudeTypes5,DudeTypes6,DudeTypes7,Probs0,Probs1,Probs2,Probs3,Probs4,Probs5,Probs6,Probs7,AvgShips,Govt,Message,Asteroids,Interference,Person0,Person1,Person2,Person3,Person4,Person5,Person6,Person7,PersonProb0,PersonProb1,PersonProb2,PersonProb3,PersonProb4,PersonProb5,PersonProb6,PersonProb7,BkgndColor,Murk,AstTypes,Visiblility,ReinfFleet,ReinfTime,ReinfIntrval,EOR
sÿst,377,Felos,Nova Data 2,-146,59,Xante (376),Yria (388),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,155,195,133,260,261,-1,-1,25,25,15,15,10,10,0,0,2,-1,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x0711,0,,0,0,€
sÿst,378,Erante,Nova Data 2,-169,78,Vella Inkira (379),,,,,,,,,,,,,,,,Arado (388),,,,,,,,,,,,,,,,163,163,158,158,260,261,-1,-1,10,25,15,30,10,10,0,0,3,129,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x0300,0,Vella Task Force (154),480,6,€
sÿst,379,Vella Inkira,Nova Data 2,-180,66,Erante (378),Vella Cak (385),Vella Olaralo (386),Warana (380),Manit (387),,,,,,,,,,,,Vardoth (389),,,,,,,,,,,,,,,,163,158,161,130,231,232,233,-1,40,25,20,10,2,2,1,0,4,133,16,3,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x0711,0,Vella Fleet (158),390,5,€
sÿst,380,Warana,Nova Data 2,-184,106,Vella Inkira (379),Biri (375),Uvon (381),,,,,,,,,,,,,,Vella LP III (390),,,,,,,,,,,,,,,,163,161,158,156,260,261,-1,-1,30,25,15,10,10,10,0,0,3,129,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x0300,0,Vella Task Force (154),510,7,€
sÿst,381,Uvon,Nova Data 2,-191,146,Warana (380),Iris (373),Vella Belt (382),Qreck (383),,,,,,,,,,,,,Vella LP II (391),,,,,,,,,,,,,,,,163,158,161,156,260,261,-1,-1,30,25,15,10,10,10,0,0,3,129,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x0711,0,Vella Task Force (154),510,7,€
sÿst,382,Vella Belt,Nova Data 2,-207,152,Uvon (381),Vella Jocci (396),Vella Cak (385),,,,,,,,,,,,,,Redhead (392),,,,,,,,,,,,,,,,163,158,161,142,-1,-1,-1,-1,40,30,20,10,0,0,0,0,3,133,16,2,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x0300,0,Vella Task Force (154),420,6,€
sÿst,383,Qreck,Nova Data 2,-200,196,Uvon (381),Pact (371),Rend (384),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,163,156,161,260,261,-1,-1,25,25,15,15,10,10,0,0,1,129,-1,4,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x0711,0,Auroran Task Force (136),750,12,€
sÿst,384,Rend,Nova Data 2,-224,184,Qreck (383),,,,,,,,,,,,,,,,Pand (393),,,,,,,,,,,,,,,,163,158,154,142,260,261,-1,-1,30,25,10,15,10,10,0,0,1,129,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x0711,0,Auroran Task Force (136),900,15,€
sÿst,385,Vella Cak,Nova Data 2,-215,112,Vella Inkira (379),Vella Belt (382),,,,,,,,,,,,,,,Firebrand (394),,,,,,,,,,,,,,,,142,163,158,134,-1,-1,-1,-1,40,30,20,10,0,0,0,0,2,133,16,2,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x0300,0,Vella Task Force (154),510,5,€
sÿst,386,Vella Olaralo,Nova Data 2,-217,76,Vella Inkira (379),Vella (539),Vella (395),Ovia (393),,,,,,,,,,,,,Adek Loral (395),,,,,,,,,,,,,,,,163,158,161,158,-1,-1,-1,-1,40,30,20,10,0,0,0,0,4,133,16,2,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x0300,0,Vella Fleet (158),420,5,€
sÿst,387,Manit,Nova Data 2,-197,40,Yria (388),Vella Inkira (379),Ovia (393),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,155,163,194,260,261,-1,-1,20,15,30,15,10,10,0,0,3,-1,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x0711,0,Vella Task Force (154),550,8,€
sÿst,388,Yria,Nova Data 2,-179,30,Felos (377),Manit (387),Kanto (389),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,155,163,194,260,261,-1,-1,20,15,30,15,10,10,0,0,3,-1,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x0300,0,,0,0,€
sÿst,389,Kanto,Nova Data 2,-197,5,SPC-034 (391),Yria (388),Ovia (393),Grak (390),,,,,,,,,,,,,Auroran LP VI (396),,,,,,,,,,,,,,,,155,134,154,152,260,-1,-1,-1,35,25,20,10,10,0,0,0,3,129,6,3,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x0711,0,Auroran Task Force (136),520,6,€
sÿst,390,Grak,Nova Data 2,-200,-7,Kanto (389),,,,,,,,,,,,,,,,Discipline (397),,,,,,,,,,,,,,,,155,154,167,142,260,-1,-1,-1,35,25,20,10,10,0,0,0,5,129,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x0300,0,Auroran Fleet (137),420,4,€
sÿst,391,SPC-034,Nova Data 2,-180,-35,Kerella (134),Kanto (389),Zalo (392),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,155,195,154,260,261,-1,-1,20,20,20,20,10,20,0,0,4,-1,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x0711,0,,0,0,€
sÿst,392,Zalo,Nova Data 2,-212,-29,SPC-034 (391),Tonallo (406),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,154,155,194,260,-1,-1,-1,20,20,20,20,20,0,0,0,2,-1,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x0711,0,,0,0,€
sÿst,393,Ovia,Nova Data 2,-226,30,Kanto (389),Vella Olaralo (386),Biri (375),Manit (387),Nto (394),Hydden (403),,,,,,,,,,,Vella LP IV (398),,,,,,,,,,,,,,,,163,165,161,168,260,-1,-1,-1,35,25,20,10,10,0,0,0,4,129,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x0300,0,Vella Task Force (154),510,7,€
sÿst,394,Nto,Nova Data 2,-243,56,Ovia (393),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wormhole (479),158,154,168,169,260,-1,-1,-1,35,25,20,10,10,0,0,0,1,129,-1,4,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x0711,0,Auroran Task Force (136),780,10,€
sÿst,395,Vella,Nova Data 2,-247,116,Vella Olaralo (386),Vella Jocci (396),Vella Mikhail (399),,,,,,,,,,,,,,Vella (399),HG-Vella (1417),,,,,,,,,,,,,,,163,158,142,134,211,-1,-1,-1,35,30,20,10,5,0,0,0,5,133,16,2,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x0300,!(b90 | b3004),Vella Task Force (154),520,8,€
sÿst,396,Vella Jocci,Nova Data 2,-247,140,Vella (539),Vella (395),Vella Belt (382),Vella Hevel (397),,,,,,,,,,,,,Joccika (400),Joccia (401),,,,,,,,,,,,,,,163,142,134,158,-1,-1,-1,-1,40,30,20,10,0,0,0,0,3,133,16,3,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x0711,0,Vella Task Force (154),550,8,€
sÿst,397,Vella Hevel,Nova Data 2,-298,132,Vella Jocci (396),,,,,,,,,,,,,,,,Retsim (402),,,,,,,,,,,,,,,,158,141,134,163,-1,-1,-1,-1,40,30,20,10,0,0,0,0,1,133,16,2,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x0300,0,Vella Task Force (154),550,8,€
sÿst,398,Shel,Nova Data 2,-288,94,Vella Mikhail (399),Teft (401),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,158,165,168,260,-1,-1,-1,20,20,20,20,20,0,0,0,1,129,-1,4,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x0711,0,Auroran Task Force (136),990,20,€
sÿst,399,Vella Mikhail,Nova Data 2,-273,82,Vella (539),Vella (395),Shel (398),Aradne (400),,,,,,,,,,,,,Bolshevik (403),,,,,,,,,,,,,,,,163,158,163,158,-1,-1,-1,-1,40,30,20,10,0,0,0,0,5,133,16,3,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x0711,0,Vella Task Force (154),600,10,€
sÿst,400,Aradne,Nova Data 2,-280,68,Hydden (403),Vella Mikhail (399),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,158,168,154,260,261,-1,-1,20,20,20,20,10,10,0,0,1,129,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x0711,0,Auroran Task Force (136),1200,20,€
sÿst,401,Teft,Nova Data 2,-337,23,Shel (398),,,,,,,,,,,,,,,,Daor (404),,,,,,,,,,,,,,,,155,168,169,154,260,261,-1,-1,35,25,20,10,5,5,0,0,3,129,-1,4,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x0711,0,Auroran Task Force (136),1200,20,€
sÿst,402,Peflek,Nova Data 2,-272,6,Llysla (404),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,3,2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,4,0x0711,0,,0,0,€
sÿst,403,Hydden,Nova Data 2,-236,-16,Ovia (393),Aradne (400),Llysla (404),,,,,,,,,,,,,,Vella LP V (405),,,,,,,,,,,,,,,,163,158,169,142,-1,-1,-1,-1,40,30,20,10,0,0,0,0,3,129,6,5,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x1F33,0,Vella Task Force (154),480,6,€
sÿst,404,Llysla,Nova Data 2,-250,-36,Tonallo (406),Hydden (403),Peflek (402),Allarei (405),,,,,,,,,,,,,Llyrithra (406),,,,,,,,,,,,,,,,154,155,134,141,-1,-1,-1,-1,40,30,20,10,0,0,0,0,0,129,-1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,5,0x1F33,0,Auroran Task Force (136),510,7,€
sÿst,405,Allarei,Nova Data 2,-289,-42,Dellor (409),Llysla (404),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,134,134,134,-1,-1,-1,-1,25,25,25,25,0,0,0,0,1,-1,-1,4,7,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,6,0x0711,0,,0,0,€
sÿst,406,Tonallo,Nova Data 2,-243,-59,SPC-013 (407),Zalo (392),Llysla (404),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,134,128,134,-1,-1,-1,-1,25,25,25,25,0,0,0,0,1,-1,-1,4,7,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,6,0x0711,0,,0,0,€
sÿst,407,SPC-013,Nova Data 2,-209,-72,SPC-1367 (408),Tonallo (406),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,134,134,128,-1,-1,-1,-1,25,25,25,25,0,0,0,0,1,-1,-1,3,2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x0711,0,,0,0,€
sÿst,408,SPC-1367,Nova Data 2,-181,-19,Narcissus (195),SPC-013 (407),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,134,134,130,-1,-1,-1,-1,30,30,30,10,0,0,0,0,1,-1,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x0711,0,,0,0,€
sÿst,409,Dellor,Nova Data 2,-256,-84,South Manchester (198),Allarei (405),Fyllaren (410),Yllar (416),,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,134,134,128,-1,-1,-1,-1,25,25,25,25,0,0,0,0,1,-1,-1,2,10,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x0300,0,,0,0,€
sÿst,410,Fyllaren,Nova Data 2,-295,-78,Dellor (409),Molliari (411),Telluer (412),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,5,15,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000707,13,0x1F33,0,,0,0,€
sÿst,411,Molliari,Nova Data 2,-328,-59,Fyllaren (410),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,6,20,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000707,17,0x1F33,0,,0,0,€
sÿst,412,Telluer,Nova Data 2,-344,-87,Fyllaren (410),Sondurll (413),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wormhole (480),-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,7,30,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000A07,23,0x3F77,0,,0,0,€
sÿst,413,Sondurll,Nova Data 2,-358,-123,Korell (611),Korell (414),Telluer (412),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,8,50,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000C07,33,0x3F77,0,,0,0,€
sÿst,414,Korell,Nova Data 2,-344,-152,Enrylliath (415),Onllot (418),Sondurll (413),,,,,,,,,,,,,,Korell (407),HG-V0b (1403),,,,,,,,,,,,,,Wormhole (481),146,146,146,146,211,-1,-1,-1,20,25,25,25,5,0,0,0,1,136,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,0,0x0300,!b330,,0,0,€
sÿst,415,Enrylliath,Nova Data 2,-323,-109,Onllot (612),Onllot (418),Korell (414),Korell (611),,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,8,50,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000C07,33,0x3F77,0,,0,0,€
sÿst,416,Yllar,Nova Data 2,-278,-123,VNP-002 (619),VNP-002 (425),Dellor (409),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,134,134,128,-1,-1,-1,-1,25,25,25,25,0,0,0,0,1,-1,-1,8,40,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000C07,27,0x3F77,0,,0,0,€
sÿst,417,Llearn,Nova Data 2,-235,-118,VNP-001 (621),VNP-001 (427),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,4,7,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,6,0x0711,0,,0,0,€
sÿst,418,Onllot,Nova Data 2,-300,-143,Uriall (420),Estearll (419),Enrylliath (415),Korell (414),,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,146,146,146,-1,-1,-1,-1,25,25,25,25,0,0,0,0,1,-1,-1,8,40,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000C07,27,0x3F77,!b330,,0,0,€
sÿst,419,Estearll,Nova Data 2,-270,-189,Pontoll (422),Onllot (418),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,146,146,146,-1,-1,-1,-1,25,25,25,25,0,0,0,0,2,140,-1,6,25,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000A07,20,0x1F33,!b330,,0,0,€
sÿst,420,Uriall,Nova Data 2,-280,-225,Jellosia (421),Onllot (418),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,146,146,146,-1,-1,-1,-1,25,25,25,25,0,0,0,0,1,-1,-1,7,30,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000A07,26,0x3F77,!b330,,0,0,€
sÿst,421,Jellosia,Nova Data 2,-251,-261,K-008 (430),Uriall (420),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,146,146,146,-1,-1,-1,-1,25,25,25,25,0,0,0,0,1,-1,-1,4,20,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,3,0x0711,!b330,,0,0,€
sÿst,422,Pontoll,Nova Data 2,-245,-222,Allia (431),Rendell (429),Estearll (419),Qellan (423),,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,146,146,146,-1,-1,-1,-1,25,25,25,25,0,0,0,0,2,140,-1,8,40,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000C07,27,0x3F77,!b330,,0,0,€
sÿst,423,Qellan,Nova Data 2,-247,-204,Pontoll (422),Vellos (424),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,146,146,146,-1,-1,-1,-1,25,25,25,25,0,0,0,0,2,140,-1,9,50,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,33,0x7FFF,!b330,,0,0,€
sÿst,424,Vellos,Nova Data 2,-233,-188,VNP-002 (425),Qellan (423),,,,,,,,,,,,,,,Vellos (408),HG-V0a (1402),,,,,,,,,,,,,,,146,146,146,146,-1,-1,-1,-1,25,25,25,25,0,0,0,0,3,140,-1,10,80,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,33,0x7FFF,!b330,,0,0,€
sÿst,425,VNP-002,Nova Data 2,-247,-156,Vellos (424),VNP-001 (427),Yllar (416),,,,,,,,,,,,,,HG-V02 (1401),,,,,,,,,,,,,,,,146,146,146,146,211,-1,-1,-1,10,25,25,25,15,0,0,0,2,140,-1,5,15,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000707,13,0x1F33,!b330,,0,0,€
sÿst,426,Illiask,Nova Data 2,-200,-163,Rendell (429),VNP-001 (427),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,146,146,146,-1,-1,-1,-1,25,25,25,25,0,0,0,0,3,140,-1,4,15,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000707,13,0x0711,!b330,,0,0,€
sÿst,427,VNP-001,Nova Data 2,-189,-135,Systoll (433),South Manchester (198),Pentori (428),Llearn (417),VNP-002 (425),Illiask (426),,,,,,,,,,,HG-V01 (1400),,,,,,,,,,,,,,,,145,128,134,146,211,-1,-1,-1,15,20,20,25,20,0,0,0,2,-1,-1,3,7,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000000,6,0x0711,!b330,,0,0,€
sÿst,428,Pentori,Nova Data 2,-149,-134,Willon (441),VNP-001 (427),,,,,,,,,,,,,,,Soth (409),,,,,,,,,,,,,,,,134,146,134,134,-1,-1,-1,-1,40,10,30,20,0,0,0,0,1,-1,-1,2,2,287,-1,-1,-1,-1,-1,-1,-1,75,0,0,0,0,0,0,0,#000000,0,0x0300,!b330 & b9500,,0,0,€
sÿst,429,Rendell,Nova Data 2,-191,-204,Illiask (426),Pontoll (422),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,146,146,146,-1,-1,-1,-1,25,25,25,25,0,0,0,0,3,140,-1,5,20,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000A07,17,0x1F33,!b330,,0,0,€
sÿst,430,K-008,Nova Data 2,-177,-258,K-005 (436),Jellosia (421),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,146,146,146,-1,-1,-1,-1,25,25,25,25,0,0,0,0,3,140,-1,4,15,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000A07,13,0x0711,!b330,,0,0,€
sÿst,431,Allia,Nova Data 2,-163,-230,K-011 (446),Blleia (432),Pontoll (422),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,146,146,146,-1,-1,-1,-1,25,25,25,25,0,0,0,0,4,140,-1,4,15,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000A07,13,0x0711,!b330,,0,0,€
sÿst,432,Blleia,Nova Data 2,-171,-212,Allia (431),Systoll (433),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,146,146,146,-1,-1,-1,-1,25,25,25,25,0,0,0,0,4,140,-1,4,10,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000707,10,0x0711,!b330,,0,0,€
sÿst,433,Systoll,Nova Data 2,-184,-185,Blleia (432),K-017 (437),K-016 (439),VNP-001 (427),,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,146,146,146,-1,-1,-1,-1,25,25,25,25,0,0,0,0,4,140,-1,4,10,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000707,10,0x0711,!b330,,0,0,€
sÿst,434,K-015,Nova Data 2,-163,-165,K-014 (444),K-010 (440),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,146,146,146,-1,-1,-1,-1,25,25,25,25,0,0,0,0,4,140,-1,4,10,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000707,10,0x0711,!b330,,0,0,€
sÿst,435,K-004,Nova Data 2,-148,-193,K-005 (436),K-001 (447),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,146,146,146,-1,-1,-1,-1,25,25,25,25,0,0,0,0,5,140,-1,4,10,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000707,10,0x0711,!b330,,0,0,€
sÿst,436,K-005,Nova Data 2,-136,-256,K-003 (452),K-004 (435),K-008 (430),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wormhole (466),146,146,146,146,-1,-1,-1,-1,25,25,25,25,0,0,0,0,5,140,-1,4,10,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000707,10,0x0711,!b330,,0,0,€
sÿst,437,K-017,Nova Data 2,-116,-231,K-018 (454),Systoll (433),,,,,,,,,,,,,,,K-017a (410),,,,,,,,,,,,,,,,146,146,146,146,-1,-1,-1,-1,25,25,25,25,0,0,0,0,4,140,-1,6,25,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000A07,20,0x1F33,!b330,,0,0,€
sÿst,438,K-009,Nova Data 2,-125,-208,K-007 (445),K-010 (440),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,146,146,146,-1,-1,-1,-1,25,25,25,25,0,0,0,0,3,140,-1,4,10,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000707,10,0x0711,!b330,,0,0,€
sÿst,439,K-016,Nova Data 2,-132,-172,K-013 (453),Systoll (433),,,,,,,,,,,,,,,K-016a (411),,,,,,,,,,,,,,,,146,146,146,146,-1,-1,-1,-1,25,25,25,25,0,0,0,0,2,140,-1,4,10,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000707,10,0x0711,!b330,,0,0,€
sÿst,440,K-010,Nova Data 2,-113,-158,K-003 (452),Chicea (443),K-015 (434),K-009 (438),,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,146,146,146,-1,-1,-1,-1,25,25,25,25,0,0,0,0,2,140,-1,4,10,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000707,10,0x0711,!b330,,0,0,€
sÿst,441,Willon,Nova Data 2,-111,-118,Chicea (443),Pentori (428),,,,,,,,,,,,,,,Pipeline (412),,,,,,,,,,,,,,,,146,134,134,134,-1,-1,-1,-1,10,20,30,40,0,0,0,0,2,-1,-1,2,2,282,632,-1,-1,-1,-1,-1,-1,50,50,0,0,0,0,0,0,#000000,0,0x0300,!b330 & b9500,,0,0,€
sÿst,442,K-019,Nova Data 2,-98,-194,K-018 (454),K-020 (451),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,146,146,146,-1,-1,-1,-1,25,25,25,25,0,0,0,0,3,140,-1,4,10,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000707,10,0x0711,!b330,,0,0,€
sÿst,443,Chicea,Nova Data 2,-82,-146,Varden (448),Willon (441),K-010 (440),,,,,,,,,,,,,,Eight (413),,,,,,,,,,,,,,,,146,134,134,134,-1,-1,-1,-1,10,20,30,40,0,0,0,0,3,-1,-1,3,2,286,-1,-1,-1,-1,-1,-1,-1,75,0,0,0,0,0,0,0,#000000,0,0x0711,!b330 & b9500,,0,0,€
sÿst,444,K-014,Nova Data 2,-91,-218,K-013 (453),K-015 (434),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,146,146,146,-1,-1,-1,-1,25,25,25,25,0,0,0,0,5,140,-1,4,10,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000707,10,0x0711,!b330,,0,0,€
sÿst,445,K-007,Nova Data 2,-78,-246,K-006 (455),K-011 (446),K-012 (458),K-009 (438),,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,146,146,146,-1,-1,-1,-1,25,25,25,25,0,0,0,0,3,140,-1,4,11,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000707,11,0x0711,!b330,,0,0,€
sÿst,446,K-011,Nova Data 2,-66,-194,Allia (431),K-007 (445),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,146,146,146,-1,-1,-1,-1,25,25,25,25,0,0,0,0,5,140,-1,4,10,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000707,10,0x0711,!b330,,0,0,€
sÿst,447,K-001,Nova Data 2,-68,-162,K-002 (457),K-004 (435),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,146,146,146,-1,-1,-1,-1,25,25,25,25,0,0,0,0,3,140,-1,4,10,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,#000707,10,0x0711,!b330,,0,0,€
